"artist","name","song","person","sentence","year","highestRank"
"Lil Baby","Drake","Crush A Lot",TRUE,"Like a Drake song, got your vibe feelin' groovy","2018","82"
"Lil Baby","Royce","Crush A Lot",FALSE,"Rolls Royce truck, bitch, it ain't rented","2018","82"
"Future","Chanel","Crushed Up",FALSE,"Meet me in Chanel in the back, we goin' big","2019","43"
"Future","Jackie","Crushed Up",TRUE,"Plain Jane, Jackie Chan, Richard Mille","2019","43"
"Future","Jane","Crushed Up",TRUE,"Plain Jane, Jackie Chan, Richard Mille","2019","43"
"Future","Jason","Crushed Up",TRUE,"I been gettin' NBA money, Jason Kidd","2019","43"
"Future","Richard","Crushed Up",TRUE,"Plain Jane, Jackie Chan, Richard Mille","2019","43"
"Gucci Mane Featuring The Weeknd","Baby","Curve",TRUE,"Baby, are you worth it?","2017","67"
"Gucci Mane Featuring The Weeknd","Virginia","Curve",FALSE,"Virginia","2017","67"
"Pitbull x El Chombo x Karol G Featuring Cutty Ranks","Armando","Dame Tu Cosita",TRUE,"All my business partners they call me Armando","2018","36"
"Pitbull x El Chombo x Karol G Featuring Cutty Ranks","Fernando","Dame Tu Cosita",TRUE,"Then if you got a question, ask Fernando","2018","36"
"Pitbull x El Chombo x Karol G Featuring Cutty Ranks","Karol","Dame Tu Cosita",TRUE,"Karol G obviamente se pegó","2018","36"
"Pitbull x El Chombo x Karol G Featuring Cutty Ranks","Romeo","Dame Tu Cosita",TRUE,"Whippin' this on casa campo, yo soy el diablo, Romeo el santo","2018","36"
"Migos & Marshmello","Forrest","Danger",TRUE,"Run like Forrest, they tryna hide","2017","82"
"Trippie Redd Featuring Travis Scott","David","Dark Knight Dummo",TRUE,"I, disappear, go David Blaine","2017","100"
"Trippie Redd Featuring Travis Scott","Mary","Dark Knight Dummo",TRUE,"Like I'm Bloody Mary, man","2017","100"
"Maren Morris Featuring Vince Gill","Dallas","Dear Hate",FALSE,"In Dallas, when that bullet hit and Jackie cried","2017","91"
"Maren Morris Featuring Vince Gill","Jackie","Dear Hate",TRUE,"In Dallas, when that bullet hit and Jackie cried","2017","91"
"Maren Morris Featuring Vince Gill","Selma","Dear Hate",TRUE,"You were smiling from that Selma bridge","2017","91"
"Lil Wayne","Andy","Dedicate",TRUE,"For the art of this shit, Andy Warhol and shit","2018","14"
"Lil Wayne","Bart","Dedicate",TRUE,"Cause like Bart, you a simp","2018","14"
"Lil Wayne","Carter","Dedicate",TRUE,"It's Tha Carter, lil' bitch","2018","14"
"Lil Wayne","Marvel","Dedicate",FALSE,"I go Marvel movie on some marvelous shit","2018","14"
"Lil Wayne","Wayne","Dedicate",TRUE,"If it wasn't for Wayne, it wouldn't be","2018","14"
"Lil Wayne","Brittany","Demon",TRUE,"And now they're starting to mentor me, geekin' like Brittany","2018","81"
"A Boogie Wit da Hoodie Featuring Juice WRLD","Mercedes","Demons And Angels",FALSE,"We hop in Mercedes, yeah","2019","90"
"Luis Fonsi & Daddy Yankee Featuring Justin Bieber","Rico","Despacito",FALSE,"Vamo' a hacerlo en una playa en Puerto Rico","2017","1"
"Eric Church","Joshua","Desperate Man",FALSE,"I've seen the Joshua Tree","2018","68"
"YoungBoy Never Broke Again","Bentley","Diamond Teeth Samurai",FALSE,"2Pac Shakur, ridin' through the North up in the Bentley","2018","59"
"YoungBoy Never Broke Again","Charles","Diamond Teeth Samurai",TRUE,"Whole lotta killing, Helter Skelter like I'm Charles Manson","2018","59"
"YoungBoy Never Broke Again","Curtis","Diamond Teeth Samurai",TRUE,"Curtis Jackson ain't no actin' when I'm on a mission","2018","59"
"YoungBoy Never Broke Again","Rick","Diamond Teeth Samurai",TRUE,"Me and Meek Mill watchin' movies in Rick Ross mansion","2018","59"
"XXXTENTACION","Baby","Difference (Interlude)",TRUE,"Baby, I just wanna show you things","2018","84"
"Tyga & Nicki Minaj","Bobby","Dip",TRUE,"She like Bobby on the shit, I need bag","2018","63"
"Tyga & Nicki Minaj","Santana","Dip",TRUE,"Santana bandana on the twist","2018","63"
"Drake","Baby","Diplomatic Immunity",TRUE,"Baby, I","2018","55"
"Drake","Robyn","Diplomatic Immunity",TRUE,"Caterin' is from Giorgio Baldi, Robyn's favorite","2018","55"
"Drake","Royal","Diplomatic Immunity",TRUE,"Mirror, mirror, on the ceiling of my suite in the Royal Palace","2018","55"
"Drake","Shakira","Diplomatic Immunity",TRUE,"Whenever, wherever, OVO will always be together like Shakira","2018","55"
"Kendrick Lamar","Brock","DNA.",TRUE,"Eat at Four Daughters, Brock wearin' sandals","2017","12"
"Kendrick Lamar","Paula","DNA.",TRUE,"This is Paula's oldest son","2017","12"
"Billy Currington","Baby","Do I Make You Wanna",TRUE,"Baby don't be shy.","2017","93"
"Drake","Ian","Do Not Disturb",TRUE,"All the girls I know are there with Ian Throw","2017","60"
"Drake","Romeo","Do Not Disturb",TRUE,"I don't have no time to be no Romeo","2017","60"
"Mabel","Baby","Don't Call Me Up",TRUE,"Baby, I'm on a high","2019","92"
"Metro Boomin Featuring 21 Savage","Maya","Don't Come Out The House",TRUE,"Look like Maya, she's on fire","2018","38"
"Backstreet Boys","Baby","Don't Go Breaking My Heart",TRUE,"Baby, don't go breaking my heart,","2018","63"
"DJ Khaled & Calvin Harris Featuring Travis Scott & Jeremih","Baby","Don't Quit",TRUE,"Baby can we pick it up?","2017","68"
"DJ Khaled & Calvin Harris Featuring Travis Scott & Jeremih","Calvin","Don't Quit",TRUE,"Ayy yo Calvin Harris, they ain't see this one comin'!","2017","68"
"Lil Wayne Featuring Nivea","Michael","Dope New Gospel",TRUE,"And I think I'm bad like Michael","2018","90"
"Nipsey Hussle Featuring Belly & DOM KENNEDY","Eric","Double Up",TRUE,"Eric B by the rope chain, RSC, we fo' sho bang","2019","65"
"Fifth Harmony Featuring Gucci Mane","Bonnie","Down",TRUE,"It's just like Bonnie and Clyde just walked in","2017","42"
"Fifth Harmony Featuring Gucci Mane","Clyde","Down",TRUE,"It's just like Bonnie and Clyde just walked in","2017","42"
"Fifth Harmony Featuring Gucci Mane","Jordan","Down",TRUE,"Got me showin' off my ring like I'm Jordan","2017","42"
"Jake Owen","Shelia","Down To The Honkytonk",TRUE,"I got a girl, her name's Shelia","2019","65"
"Jake Owen","Waylon","Down To The Honkytonk",TRUE,"I got a dog named Waylon","2019","65"
"Metro Boomin Featuring Swae Lee & Travis Scott","Fred","Dreamcatcher",TRUE,"I've been living through a maze on my Fred Durst","2018","72"
"Bryce Vine","Baby","Drew Barrymore",TRUE,"Baby, let me in, oh","2018","46"
"Bryce Vine","Bonnie","Drew Barrymore",TRUE,"Bonnie to a Clyde","2018","46"
"Bryce Vine","Clyde","Drew Barrymore",TRUE,"Bonnie to a Clyde","2018","46"
"Bryce Vine","Drew","Drew Barrymore",TRUE,"Cause you're the next Drew Barry","2018","46"
"Bryce Vine","Juliet","Drew Barrymore",TRUE,"Paris and Juliet","2018","46"
"Bryce Vine","Lauryn","Drew Barrymore",TRUE,"Finally wearing nothing but my Lauryn Hill shirt","2018","46"
"Bryce Vine","Paris","Drew Barrymore",TRUE,"Paris and Juliet","2018","46"
"Cardi B Featuring Migos","Bentley","Drip",FALSE,"I'm busting blocks in my Bentley","2018","21"
"Cardi B Featuring Migos","Ken","Drip",TRUE,"Got rib and Ken Griffen","2018","21"
"Cardi B Featuring Migos","Michael","Drip",TRUE,"For the cash I'ma turn to Michael Myers","2018","21"
"A Boogie Wit da Hoodie Featuring Kodak Black","Carlton","Drowning",TRUE,"Lil Kodak bitch I'm Polo'd down like Carlton","2017","38"
"A Boogie Wit da Hoodie Featuring Kodak Black","Harley","Drowning",FALSE,"Harley Davidson every day, I'm ridin' with the chopper","2017","38"
"A Boogie Wit da Hoodie Featuring Kodak Black","Scottie","Drowning",TRUE,"A Boogie, I'm goin Scottie, nigga drop my deposit","2017","38"
"A Boogie Wit da Hoodie Featuring Kodak Black","Wayne","Drowning",TRUE,"I'm with RJ but I call him Wayne 'cause he's a shotta","2017","38"
"Lil Pump","Baby","Drug Addicts",TRUE,"Baby!","2018","83"
"Mitchell Tenpenny","Baby","Drunk Me",TRUE,"Baby can you come over, I always find those words at the bottom of a hundred proof, yeah","2018","100"
"Huncho Jack Featuring Offset","Molly","Dubai Shit",FALSE,"I put her on Molly, Cac' put her on snow","2018","83"
"Huncho Jack Featuring Offset","Montana","Dubai Shit",TRUE,"I played with Montana and Rice before","2018","83"
"Kendrick Lamar","Anthony","Duckworth.",TRUE,"Anthony was the oldest of seven","2017","63"
"Kendrick Lamar","Lamar","Duckworth.",TRUE,"Oh Lamar, Hail Mary and marijuana, times is hard","2017","63"
"Kendrick Lamar","Mary","Duckworth.",TRUE,"Oh Lamar, Hail Mary and marijuana, times is hard","2017","63"
"Kendrick Lamar","Robert","Duckworth.",TRUE,"He came from the streets the Robert Taylor Homes","2017","63"
"Zayn Featuring Sia","Baby","Dusk Till Dawn",TRUE,"Baby, I am right here","2017","72"
"Luis Fonsi & Demi Lovato","Demi","Echame La Culpa",TRUE,"Demi?","2017","47"
"Enrique Iglesias Featuring Bad Bunny","Enrique","El Bano",TRUE,"Enrique Iglesias","2018","98"
"Kendrick Lamar","Kenny","Element.",TRUE,"New Kung Fu Kenny","2017","100"
"Drake","Aria","Elevate",TRUE,"Freddy got the Aria setup like it's a Freaknik","2018","14"
"Drake","Braden","Elevate",TRUE,"Couldn't picture wifin' Braden when I was pumpin' gas on road trips to go from Cincinnati on to Dayton","2018","14"
"Drake","Dayton","Elevate",TRUE,"Couldn't picture wifin' Braden when I was pumpin' gas on road trips to go from Cincinnati on to Dayton","2018","14"
"Drake","Freddy","Elevate",TRUE,"Freddy got the Aria setup like it's a Freaknik","2018","14"
"Drake","Georgie","Elevate",TRUE,"Georgie got me up a hunnid thousand for the weekend","2018","14"
"Anuel AA & Romeo Santos","Baby","Ella Quiere Beber",TRUE,"Baby, tú nunca me va' a olvidar","2018","61"
"Anuel AA & Romeo Santos","Ella","Ella Quiere Beber",TRUE,"Ella quiere beber, ella quiere bailar","2018","61"
"Anuel AA & Romeo Santos","Kelly","Ella Quiere Beber",TRUE,"Kelly yo la","2018","61"
"Anuel AA & Romeo Santos","Romeo","Ella Quiere Beber",TRUE,"Bailando en un hilito de Romeo","2018","61"
"Wisin Featuring Ozuna","Alexander","Escapate Conmigo",TRUE,"Alexander McQueen o Moschino","2017","63"
"Wisin Featuring Ozuna","Louis","Escapate Conmigo",FALSE,"Channel, Louis Vuitton, Gucci o Valentino","2017","63"
"Carly Pearce","Baby","Every Little Thing",TRUE,"Baby, your ghost still haunts me;","2017","50"
"Logic","Anthony","Everybody",TRUE,"A box, under the bridge, like Anthony Kiedis?","2017","59"
"Logic","Bobby","Everybody",TRUE,"Okay now picture little Bobby just a youngin' runnin' round","2017","59"
"Kodak Black","Derek","Everything 1K",TRUE,"Sliding base like I'm Derek Jeter","2017","84"
"Future Featuring YG","Mona Lisa","Extra Luv",TRUE,"Chinchilla, turn that bitch to Mona Lisa","2017","99"
"Chase Rice","Carolina","Eyes On You",FALSE,"We've been to both Carolina's","2019","54"
"Chase Rice","Montana","Eyes On You",FALSE,"Seen a big Montana sky","2019","54"
"Chase Rice","Paris","Eyes On You",FALSE,"Well I'm in Paris, paradise","2019","54"
"Future","Frank","F&N",TRUE,"I'm Frank Lucas and Mad Max, let's go","2019","83"
"Future","Jacob","F&N",TRUE,"ATL Jacob, ATL Jacob","2019","83"
"Future","Max","F&N",TRUE,"I'm Frank Lucas and Mad Max, let's go","2019","83"
"Future","Ray","F&N",TRUE,"Hit 'em with that chopper first, Ray J","2019","83"
"Future","Richard","F&N",TRUE,"I just put some VVs in a Richard face","2019","83"
"Calvin Harris Featuring Kehlani & Lil Yachty","Lani","Faking It",TRUE,"Go Lani, go Lani","2017","100"
"Eminem","Drake","Fall",TRUE,"Next minute, they get they style from Migos, then they copy Drake","2018","12"
"Eminem","Earl","Fall",TRUE,"Get Earl, the Hooded Sweater, whatever his name is to help you put together some words, more than two letters","2018","12"
"Eminem","Elvis","Fall",TRUE,"Or I'll show you an Elvis clone","2018","12"
"Eminem","Jamar","Fall",TRUE,"And as far as Lord Jamar, you better leave me the hell alone","2018","12"
"Eminem","Jay","Fall",TRUE,"One minute, they're mocking Jay","2018","12"
"Eminem","Kathy","Fall",TRUE,"Kathy Griffin stackin' ammunition, slap the clip and cock it back on competition, this is how I shot a head","2018","12"
"Eminem","Paul","Fall",TRUE,"I know this time Paul and Dre, they won't tell me what not to say","2018","12"
"Eminem","Tyler","Fall",TRUE,"Tyler create nothing, I see why you called yourself a faggot, bitch","2018","12"
"JAY-Z Featuring Beyonce","Al","Family Feud",TRUE,"Al Sharpton in the mirror takin' selfies","2017","51"
"JAY-Z Featuring Beyonce","Becky","Family Feud",TRUE,"Let me alone, Becky","2017","51"
"JAY-Z Featuring Beyonce","Emory","Family Feud",TRUE,"That's how you feel, Emory?","2017","51"
"JAY-Z Featuring Beyonce","Michael","Family Feud",TRUE,"My consciousness was Michael's common sense","2017","51"
"JAY-Z Featuring Beyonce","Steve","Family Feud",TRUE,"But my stash can't fit into Steve Harvey's suit","2017","51"
"Lil Wayne Featuring Reginae Carter","Nancy","Famous",TRUE,"I want Tina and Nancy, I get Nancy and Tina","2018","36"
"Lil Wayne Featuring Reginae Carter","Tina","Famous",TRUE,"I want Tina and Nancy, I get Nancy and Tina","2018","36"
"Juice WRLD","Molly","Fast",FALSE,"Molly in my cup, I can't tell you how I feel, uh","2019","47"
"Kendrick Lamar","America","Fear.",FALSE,"in the United States of America.","2017","50"
"Kendrick Lamar","Carl","Fear.",TRUE,"What's up family, yeah it's yo cousin Carl man,","2017","50"
"Kendrick Lamar","Demarcus","Fear.",TRUE,"I'll prolly die because I ain't know Demarcus was snitchin'","2017","50"
"Kendrick Lamar","Israel","Fear.",FALSE,"Because he said he's gonna punish us, the so-called Blacks, Hispanics, and Native American Indians, are the true children of Israel.","2017","50"
"Kendrick Lamar","Keisha","Fear.",TRUE,"Better not hear 'bout you humpin' on Keisha's daughter","2017","50"
"Kendrick Lamar","Lexus","Fear.",FALSE,"30 shows a month and I still won't buy me no Lexus","2017","50"
"Kendrick Lamar","Rihanna","Fear.",TRUE,"I read a case about Rihanna's accountant and wondered","2017","50"
"Future","Al","Feed Me Dope",TRUE,"Go'n, you doin' that wrong , Al Capone","2017","68"
"Future","Elroy","Feed Me Dope",TRUE,"The one with the beans on it, I'm taking off like Elroy","2017","68"
"Kendrick Lamar","Mike","Feel.",TRUE,"Mike Jordan whenever holdin' a real mic","2017","35"
"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean","Baby","Feels",TRUE,"Baby, I know you ain't scared to catch feels","2017","20"
"6ix9ine Featuring Nicki Minaj & Murda Beatz","Brooklyn","FEFE",FALSE,"Queens, Brooklyn","2018","10"
"6ix9ine Featuring Nicki Minaj & Murda Beatz","Khloe","FEFE",TRUE,"Copped my Khloe like Kardashi'","2018","10"
"6ix9ine Featuring Nicki Minaj & Murda Beatz","Nicki","FEFE",TRUE,"If she ain't fuckin' me and Nicki","2018","10"
"6ix9ine Featuring Nicki Minaj & Murda Beatz","Rocky","FEFE",TRUE,"Word to A$AP, keep my Rocky","2018","10"
"Keith Urban","Adam","Female",TRUE,"When somebody talks about how it was Adam first","2017","100"
"Keith Urban","Mary","Female",TRUE,"Virgin Mary -","2017","100"
"Selena Gomez Featuring Gucci Mane","Baby","Fetish",TRUE,"Baby take it or leave it","2017","27"
"Justin Timberlake","Baby","Filthy",TRUE,"Baby, don't you mind if I do, yeah","2018","29"
"Drake","Drake","Final Fantasy",TRUE,"Drake!","2018","56"
"Drake","Kay","Final Fantasy",TRUE,"You know, I need you to be open like Kay's kitchen","2018","56"
"Drake","Michael","Final Fantasy",TRUE,"Ayy, freaky like the red leather Michael","2018","56"
"Bruno Mars & Cardi B","Baby","Finesse",TRUE,"Baby, that's what you do","2018","10"
"Kodak Black","Israel","First Day Out",FALSE,"Ay ay, I'm a Israel like my diamonds is real ice","2017","61"
"Kodak Black","Jimmy","First Day Out",TRUE,"Bout to hit her with no Jimmy Mack","2017","61"
"Tee Grizzley","Cody","First Day Out",TRUE,"I fuck with bitches my body count go from Pershing to Cody","2017","48"
"Tee Grizzley","Joe","First Day Out",TRUE,"My nigga Fenkell, J Money, Brightmo Lo, Project Joe","2017","48"
"Tee Grizzley","Joy","First Day Out",TRUE,"Joy road bitch, but the money long as six mile","2017","48"
"Tee Grizzley","Theo","First Day Out",TRUE,"Aye Dwan though, aye Theo ain't it a blessing?","2017","48"
"Future Featuring Travis Scott","Dwayne","First Off",TRUE,"I make more than Dwayne Wade, baby","2019","47"
"Future Featuring Travis Scott","James","First Off",TRUE,"You know I'm James Bond with it, Harden with the finish","2019","47"
"Future Featuring Travis Scott","Louis","First Off",FALSE,"Louis V belts, Louis V on my walls","2019","47"
"Scotty McCreery","Katie","Five More Minutes",TRUE,"Katie's dadsaid midnight but we needed just a little more","2017","44"
"Chris Janson","Hank","Fix A Drink",TRUE,"None of your friends wanna listen to Hank","2017","67"
"Juice WRLD","Jesus","Flaws And Sins",TRUE,"Shit you wouldn't even tell Jesus, uh","2019","91"
"H.E.R.","Baby","Focus",TRUE,"Baby, can you focus on me?","2018","100"
"Ski Mask The Slump God","Ben","Foot Fungus",TRUE,"I'm a monster with a nice watch on, I'm not Ben 10","2018","81"
"Ski Mask The Slump God","John","Foot Fungus",TRUE,"Captain Long John Silver how I'm gonna reel 'em in","2018","81"
"Ski Mask The Slump God","Kenny","Foot Fungus",TRUE,"Woah, Kenny","2018","81"
"Ski Mask The Slump God","Mercedes","Foot Fungus",FALSE,"I just pull up in a new Mercedes","2018","81"
"Lil Uzi Vert","Gerald","For Real",TRUE,"Lil Vert like Gerald","2017","82"
"Lil Uzi Vert","Jared","For Real",TRUE,"Took that girl to Jared","2017","82"
"Lil Uzi Vert","Jesus","For Real",TRUE,"So I just left it to Jesus, yuh yuh yuh yuh yuh","2017","82"
"Lil Uzi Vert","Vivienne","For Real",TRUE,"Vivienne","2017","82"
"Lil Dicky Featuring Chris Brown","Chris","Freaky Friday",TRUE,"I woke up Chris Breezy, oh my god I'm the man","2018","11"
"Lil Dicky Featuring Chris Brown","Ed","Freaky Friday",TRUE,"And now I'm in Ed Sheeran's body","2018","11"
"Lil Dicky Featuring Chris Brown","Kendall","Freaky Friday",TRUE,"Hug, I'm Kendall Jenner","2018","11"
"Drake","Hilton","Free Smoke",FALSE,"Hilton rooms, gotta double up","2017","18"
"J. Cole Featuring kiLL edward","Cali","Friends",FALSE,"All the way in Cali where they ain't got precipi-","2018","46"
"J. Cole Featuring kiLL edward","Jesus","Friends",TRUE,"I been saw the problem but stay silent 'cause I ain't Jesus","2018","46"
"XXXTENTACION Featuring Trippie Redd","Baby","F**k Love",TRUE,"Baby I need you in my life, in my life","2017","49"
"Meek Mill Featuring Lil Uzi Vert","Barney","F**k That Check Up",FALSE,"Did 30 bandz in Neimans, now we 20 grand at Barney's","2017","97"
